         (499.28654020719250,1.98418393786475888E-317)
        (-2.22316770821850103E-016,0.0000000000000000)
        (-5.95293756448170778E-017,0.0000000000000000)
         (1.47042212144432104E-016,0.0000000000000000)
        (-1.48929162377057200E-016,0.0000000000000000)
         (3.45360493676538773E-016,0.0000000000000000)
         (2.17625007481223345E-016,0.0000000000000000)
        (-4.84118001186842840E-016,0.0000000000000000)
        (-7.91580607088528994E-017,0.0000000000000000)
         (6.22492701259322848E-017,0.0000000000000000)
        (-1.01732941738600172E-017,0.0000000000000000)
        (-1.61718965221908133E-016,0.0000000000000000)
         (5.02629769343957324E-016,0.0000000000000000)
         (1.77774351836168946E-016,0.0000000000000000)
        (-1.07221648053020972E-016,0.0000000000000000)
        (-3.63514795428168642E-017,0.0000000000000000)
         (1.40862703169321649E-016,0.0000000000000000)
        (-1.95250395824930086E-016,0.0000000000000000)
        (-4.02578454106461008E-016,0.0000000000000000)
        (-2.06350501839135128E-016,0.0000000000000000)
        (-2.07986011395439309E-016,0.0000000000000000)
         (1.13323619211255673E-016,0.0000000000000000)
         (1.79766740414652907E-016,0.0000000000000000)
        (-2.08061184820134444E-017,0.0000000000000000)
        (-6.61181127841109393E-017,0.0000000000000000)
        (-2.28675145995366238E-016,0.0000000000000000)
        (-2.23556644510033601E-016,0.0000000000000000)
         (2.65865715308897027E-016,0.0000000000000000)
         (4.30967932797034488E-016,0.0000000000000000)
        (-2.72014118257051573E-016,0.0000000000000000)
         (1.50724018081152920E-016,0.0000000000000000)
        (-5.67915486596231634E-017,0.0000000000000000)
        (-2.23945378102219930E-017,0.0000000000000000)
        (-6.80706422983496226E-017,0.0000000000000000)
        (-6.26137150631362532E-017,0.0000000000000000)
        (-1.39268136424449226E-017,0.0000000000000000)
         (9.10551639666186680E-017,0.0000000000000000)
        (-2.24813400685105953E-016,0.0000000000000000)
         (2.45204299124800769E-016,0.0000000000000000)
         (2.63939176648746366E-016,0.0000000000000000)
        (-1.54766926675395915E-016,0.0000000000000000)
        (-1.54910456168750584E-016,0.0000000000000000)
         (3.96864923136024829E-016,0.0000000000000000)
