   3.7000000000000140E-005 ,          10
   2.3000000000000017E-005 ,          20
   4.3000000000000069E-005 ,          30
   2.8999999999999946E-005 ,          40
   4.1000000000000021E-005 ,          50
   7.6999999999999812E-005 ,          60
   8.8999999999999670E-005 ,          70
   9.5000000000000032E-005 ,          80
   1.5499999999999976E-004 ,          90
   1.6200000000000025E-004 ,         100
   2.0600000000000002E-004 ,         110
   1.7699999999999964E-004 ,         120
   3.2199999999999980E-004 ,         130
   3.4400000000000056E-004 ,         140
   4.9799999999999931E-004 ,         150
   4.1400000000000031E-004 ,         160
   6.1599999999999936E-004 ,         170
   6.4300000000000034E-004 ,         180
   8.4300000000000000E-004 ,         190
   6.9499999999999944E-004 ,         200
   1.0480000000000003E-003 ,         210
   1.2370000000000003E-003 ,         220
   1.4839999999999992E-003 ,         230
   1.1949999999999999E-003 ,         240
   1.6289999999999985E-003 ,         250
   2.1549999999999972E-003 ,         260
   2.4919999999999977E-003 ,         270
   2.3360000000000013E-003 ,         280
   3.2010000000000025E-003 ,         290
   2.6100000000000012E-003 ,         300
   3.8419999999999982E-003 ,         310
   3.9230000000000029E-003 ,         320
   3.9269999999999999E-003 ,         330
   4.5459999999999945E-003 ,         340
   4.9669999999999992E-003 ,         350
   5.0279999999999908E-003 ,         360
   5.8489999999999931E-003 ,         370
   5.4980000000000029E-003 ,         380
   7.3199999999999932E-003 ,         390
   7.1820000000000078E-003 ,         400
   6.9880000000000081E-003 ,         410
   8.1969999999999960E-003 ,         420
   8.3609999999999934E-003 ,         430
   8.6680000000000090E-003 ,         440
   1.0040999999999994E-002 ,         450
   9.6070000000000044E-003 ,         460
   1.1364999999999986E-002 ,         470
   1.2173000000000017E-002 ,         480
   1.1484999999999995E-002 ,         490
   1.3307999999999987E-002 ,         500
   1.3134000000000007E-002 ,         510
   1.7087000000000019E-002 ,         520
   1.7384000000000011E-002 ,         530
   1.7044000000000004E-002 ,         540
   2.0448000000000022E-002 ,         550
   2.0830999999999988E-002 ,         560
   2.0739000000000007E-002 ,         570
   2.1890000000000021E-002 ,         580
   2.3101999999999956E-002 ,         590
   2.3953999999999975E-002 ,         600
   2.5622000000000034E-002 ,         610
   2.4752000000000052E-002 ,         620
   2.8518000000000043E-002 ,         630
   2.9823000000000044E-002 ,         640
   2.9166999999999943E-002 ,         650
   3.0716999999999994E-002 ,         660
   3.2019999999999937E-002 ,         670
   3.3752000000000004E-002 ,         680
   3.5517999999999939E-002 ,         690
   3.4359999999999946E-002 ,         700
   3.9205000000000045E-002 ,         710
   3.9972000000000008E-002 ,         720
   3.9793999999999996E-002 ,         730
   4.1757999999999962E-002 ,         740
   4.3655000000000110E-002 ,         750
   4.5097999999999860E-002 ,         760
   4.8497999999999930E-002 ,         770
   4.9155000000000060E-002 ,         780
   5.3972999999999827E-002 ,         790
   5.7891999999999832E-002 ,         800
   5.6788000000000061E-002 ,         810
   5.8554999999999913E-002 ,         820
   6.1150000000000038E-002 ,         830
   6.4097000000000071E-002 ,         840
   6.6419999999999924E-002 ,         850
   6.4222999999999919E-002 ,         860
   7.1799000000000168E-002 ,         870
   7.3609000000000036E-002 ,         880
   7.2268000000000221E-002 ,         890
   7.4825000000000141E-002 ,         900
   7.7128999999999781E-002 ,         910
   8.1202000000000218E-002 ,         920
   8.3469000000000015E-002 ,         930
   8.1023000000000067E-002 ,         940
   8.9881999999999795E-002 ,         950
   9.2782999999999838E-002 ,         960
   9.0629999999999988E-002 ,         970
   9.4179000000000013E-002 ,         980
   9.6785999999999817E-002 ,         990
  0.10229799999999978      ,        1000
